id,result,label
929,Neural Networks,2
930,Probabilistic Methods,3
931,Neural Networks,2
932,Probabilistic Methods,3
933,Neural Networks,2
934,Case Based,0
935,Rule Learning,5
936,Neural Networks,2
937,Genetic Algorithms,1
938,Probabilistic Methods,3
939,Theory,6
940,Rule Learning,5
941,Rule Learning,5
942,Probabilistic Methods,3
943,Reinforcement Learning,4
944,Probabilistic Methods,3
945,Rule Learning,5
946,Reinforcement Learning,4
947,Reinforcement Learning,4
948,Genetic Algorithms,1
949,Reinforcement Learning,4
950,Rule Learning,5
951,Neural Networks,2
952,Rule Learning,5
953,Probabilistic Methods,3
954,Reinforcement Learning,4
955,Theory,6
956,Reinforcement Learning,4
957,Neural Networks,2
958,Genetic Algorithms,1
959,Probabilistic Methods,3
960,Probabilistic Methods,3
961,Probabilistic Methods,3
962,Probabilistic Methods,3
963,Reinforcement Learning,4
964,Case Based,0
965,Case Based,0
966,Case Based,0
967,Probabilistic Methods,3
968,Genetic Algorithms,1
969,Genetic Algorithms,1
970,Neural Networks,2
971,Rule Learning,5
972,Probabilistic Methods,3
973,Probabilistic Methods,3
974,Probabilistic Methods,3
975,Case Based,0
976,Neural Networks,2
977,Neural Networks,2
978,Neural Networks,2
979,Case Based,0
980,Genetic Algorithms,1
981,Probabilistic Methods,3
982,Probabilistic Methods,3
983,Reinforcement Learning,4
984,Reinforcement Learning,4
985,Probabilistic Methods,3
986,Probabilistic Methods,3
987,Probabilistic Methods,3
988,Probabilistic Methods,3
989,Rule Learning,5
990,Probabilistic Methods,3
991,Theory,6
992,Theory,6
993,Case Based,0
994,Probabilistic Methods,3
995,Rule Learning,5
996,Reinforcement Learning,4
997,Genetic Algorithms,1
998,Neural Networks,2
999,Neural Networks,2
1000,Probabilistic Methods,3
1001,Reinforcement Learning,4
1002,Probabilistic Methods,3
1003,Neural Networks,2
1004,Neural Networks,2
1005,Probabilistic Methods,3
1006,Case Based,0
1007,Neural Networks,2
1008,Case Based,0
1009,Genetic Algorithms,1
1010,Reinforcement Learning,4
1011,Genetic Algorithms,1
1012,Case Based,0
1013,Theoret,6
1014,Probabilistic Methods,3
1015,Reinforcement Learning,4
1016,Probabilistic Methods,3
1017,Case Based,0
1018,Reinforcement Learning,4
1019,Probabilistic Methods,3
1020,Probabilistic Methods,3
1021,Probabilistic Methods,3
1022,Rule Learning,5
1023,Probabilistic Methods,3
1024,Probabilistic Methods,3
1025,Case Based,0
1026,Probabilistic Methods,3
1027,Theory,6
1028,Rule Learning,5
1029,Rule Learning,5
1030,Neural Networks,2
1031,Probabilistic Methods,3
1032,Rule Learning,5
1033,Neural Networks,2
1034,Neural Networks,2
1035,Neural Networks,2
1036,Case Based,0
1037,Neural Networks,2
1038,Neural Networks,2
1039,Reinforcement Learning,4
1040,Genetic Algorithms,1
1041,Neural Networks,2
1042,Case Based,0
1043,Probabilistic Methods,3
1044,Probabilistic Methods,3
1045,Rule Learning,5
1046,Reinforcement Learning,4
1047,Case Based,0
1048,Probabilistic Methods,3
1049,Probabilistic Methods,3
1050,Reinforcement Learning,4
1051,Reinforcement Learning,4
1052,Probabilistic Methods,3
1053,Probabilistic Methods,3
1054,Genetic Algorithms,1
1055,Probabilistic Methods,3
1056,Probabilistic Methods,3
1057,Neural Networks,2
1058,Case Based,0
1059,Probabilistic Methods,3
1060,Rule Learning,5
1061,Reinforcement Learning,4
1062,Case Based,0
1063,Reinforcement Learning,4
1064,Reinforcement Learning,4
1065,Genetic Algorithms,1
1066,Probabilistic Methods,3
1067,Neural Networks,2
1068,Reinforcement Learning,4
1069,Case Based,0
1070,Rule Learning,5
1071,Reinforcement Learning,4
1072,Genetic Algorithms,1
1073,Probabilistic Methods,3
1074,Theoret,6
1075,Probabilistic Methods,3
1076,Theory,6
1077,Neural Networks,2
1078,Case Based,0
1079,Reinforcement Learning,4
1080,Probabilistic Methods,3
1081,Reinforcement Learning,4
1082,Reinforcement Learning,4
1083,Probabilistic Methods,3
1084,Probabilistic Methods,3
1085,Theory,6
1086,Probabilistic Methods,3
1087,Reinforcement Learning,4
1088,Genetic Algorithms,1
1089,Genetic Algorithms,1
1090,Probabilistic Methods,3
1091,Probabilistic Methods,3
1092,Probabilistic Methods,3
1093,Probabilistic Methods,3
1094,Reinforcement Learning,4
1095,Probabilistic Methods,3
1096,Probabilistic Methods,3
1097,Reinforcement Learning,4
1098,Genetic Algorithms,1
1099,Probabilistic Methods,3
1100,Probabilistic Methods,3
1101,Probabilistic Methods,3
1102,Reinforcement Learning,4
1103,Neural Networks,2
1104,Case Based,0
1105,Rule Learning,5
1106,Probabilistic Methods,3
1107,Probabilistic Methods,3
1108,Probabilistic Methods,3
1109,Reinforcement Learning,4
1110,Case Based,0
1111,Probabilistic Methods,3
1112,Reinforcement Learning,4
1113,Rule Learning,5
1114,Neural Networks,2
1115,Reinforcement Learning,4
1116,Probabilistic Methods,3
1117,Case Based,0
1118,Case Based,0
1119,Probabilistic Methods,3
1120,Case Based,0
1121,Probabilistic Methods,3
1122,Rule Learning,5
1123,Neural Networks,2
1124,Probabilistic Methods,3
1125,Case Based,0
1126,Probabilistic Methods,3
1127,Probabilistic Methods,3
1128,Rule Learning,5
1129,Reinforcement Learning,4
1130,Probabilistic Methods,3
1131,Probabilistic Methods,3
1132,Probabilistic Methods,3
1133,Rule Learning,5
1134,Probabilistic Methods,3
1135,Reinforcement Learning,4
1136,Neural Networks,2
1137,Case Based,0
1138,Reinforcement Learning,4
1139,Case Based,0
1140,Genetic Algorithms,1
1141,Reinforcement Learning,4
1142,Genetic Algorithms,1
1143,Reinforcement Learning,4
1144,Genetic Algorithms,1
1145,Neural Networks,2
1146,Genetic Algorithms,1
1147,Probabilistic Methods,3
1148,Neural Networks,2
1149,Probabilistic Methods,3
1150,Neural Networks,2
1151,Probabilistic Methods,3
1152,Case Based,0
1153,Reinforcement Learning,4
1154,Neural Networks,2
1155,Neural Networks,2
1156,Case Based,0
1157,Reinforcement Learning,4
1158,Genetic Algorithms,1
1159,Probabilistic Methods,3
1160,Case Based,0
1161,Neural Networks,2
1162,Reinforcement Learning,4
1163,Theoret,6
1164,Neural Networks,2
1165,Theory,6
1166,Probabilistic Methods,3
1167,Neural Networks,2
1168,Rule Learning,5
1169,Neural Networks,2
1170,Theory,6
1171,Probabilistic Methods,3
1172,Case Based,0
1173,Neural Networks,2
1174,Case Based,0
1175,Neural Networks,2
1176,Probabilistic Methods,3
1177,Probabilistic Methods,3
1178,Reinforcement Learning,4
1179,Rule Learning,5
1180,Genetic Algorithms,1
1181,Rule Learning,5
1182,Rule Learning,5
1183,Rule Learning,5
1184,Rule Learning,5
1185,Probabilistic Methods,3
1186,Probabilistic Methods,3
1187,Genetic Algorithms,1
1188,Case Based,0
1189,Neural Networks,2
1190,Rule Learning,5
1191,Probabilistic Methods,3
1192,Case Based,0
1193,Genetic Algorithms,1
1194,Reinforcement Learning,4
1195,Probabilistic Methods,3
1196,Reinforcement Learning,4
1197,Genetic Algorithms,1
1198,Case Based,0
1199,Neural Networks,2
1200,Probabilistic Methods,3
1201,Probabilistic Methods,3
1202,Reinforcement Learning,4
1203,Case Based,0
1204,Case Based,0
1205,Neural Networks,2
1206,Reinforcement Learning,4
1207,Reinforcement Learning,4
1208,Reinforcement Learning,4
1209,Case Based,0
1210,Neural Networks,2
1211,Probabilistic Methods,3
1212,Probabilistic Methods,3
1213,Probabilistic Methods,3
1214,Neural Networks,2
1215,Case Based,0
1216,Neural Networks,2
1217,Probabilistic Methods,3
1218,Case Based,0
1219,Probabilistic Methods,3
1220,Case Based,0
1221,Probabilistic Methods,3
1222,Rule Learning,5
1223,Probabilistic Methods,3
1224,Rule Learning,5
1225,Probabilistic Methods,3
1226,Rule Learning,5
1227,Rule Learning,5
1228,Case Based,0
1229,Neural Networks,2
1230,Reinforcement Learning,4
1231,Probabilistic Methods,3
1232,Case Based,0
1233,Neural Networks,2
1234,Reinforcement Learning,4
1235,Probabilistic Methods,3
1236,Theory,6
1237,Rule Learning,5
1238,Neural Networks,2
1239,Probabilistic Methods,3
1240,Reinforcement Learning,4
1241,Probabilistic Methods,3
1242,Probabilistic Methods,3
1243,Neural Networks,2
1244,Neural Networks,2
1245,Genetic Algorithms,1
1246,Reinforcement Learning,4
1247,Probabilistic Methods,3
1248,Genetic Algorithms,1
1249,Neural Networks,2
1250,Neural Networks,2
1251,Genetic Algorithms,1
1252,Neural Networks,2
1253,Genetic Algorithms,1
1254,Neural Networks,2
1255,Reinforcement Learning,4
1256,Probabilistic Methods,3
1257,Reinforcement Learning,4
1258,Genetic Algorithms,1
1259,Reinforcement Learning,4
1260,Reinforcement Learning,4
1261,Reinforcement Learning,4
1262,Neural Networks,2
1263,Case Based,0
1264,Reinforcement Learning,4
1265,Case Based,0
1266,Reinforcement Learning,4
1267,Rule Learning,5
1268,Probabilistic Methods,3
1269,Rule Learning,5
1270,Probabilistic Methods,3
1271,Probabilistic Methods,3
1272,Probabilistic Methods,3
1273,Probabilistic Methods,3
1274,Case Based,0
1275,Case Based,0
1276,Rule Learning,5
1277,Rule Learning,5
1278,Reinforcement Learning,4
1279,Case Based,0
1280,Neural Networks,2
1281,Neural Networks,2
1282,Genetic Algorithms,1
1283,Genetic Algorithms,1
1284,Neural Networks,2
1285,Case Based,0
1286,Reinforcement Learning,4
1287,Neural Networks,2
1288,Case Based,0
1289,Probabilistic Methods,3
1290,Probabilistic Methods,3
1291,Theory,6
1292,Neural Networks,2
1293,Case Based,0
1294,Case Based,0
1295,Probabilistic Methods,3
1296,Case Based,0
1297,Probabilistic Methods,3
1298,Probabilistic Methods,3
1299,Probabilistic Methods,3
1300,Probabilistic Methods,3
1301,Probabilistic Methods,3
1302,Case Based,0
1303,Case Based,0
1304,Genetic Algorithms,1
1305,Neural Networks,2
1306,Neural Networks,2
1307,Neural Networks,2
1308,Neural Networks,2
1309,Rule Learning,5
1310,Probabilistic Methods,3
1311,Neural Networks,2
1312,Rule Learning,5
1313, Rule Learning,5
1314,Rule Learning,5
1315,Probabilistic Methods,3
1316,Probabilistic Methods,3
1317,Neural Networks,2
1318,Reinforcement Learning,4
1319,Case Based,0
1320,Reinforcement Learning,4
1321,Probabilistic Methods,3
1322,Reinforcement Learning,4
1323,Probabilistic Methods,3
1324,Reinforcement Learning,4
1325,Probabilistic Methods,3
1326,Probabilistic Methods,3
1327,"Case Based
Theory",2
1328,Theory,6
1329,Reinforcement Learning,4
1330,Probabilistic Methods,3
1331,Probabilistic Methods,3
1332,Case Based,0
1333,Case Based,0
1334,Probabilistic Methods,3
1335,Genetic Algorithms,1
1336,Genetic Algorithms,1
1337,Genetic Algorithms,1
1338,Case Based,0
1339,Neural Networks,2
1340,Reinforcement Learning,4
1341,Probabilistic Methods,3
1342,Reinforcement Learning,4
1343,Probabilistic Methods,3
1344,Theory,6
1345,Neural Networks,2
1346,Case Based,0
1347,Probabilistic Methods,3
1348,Probabilistic Methods,3
1349,Reinforcement Learning,4
1350,Reinforcement Learning,4
1351,Theory,6
1352,Theory,6
1353,Rule Learning,5
1354,Rule Learning,5
1355,Probabilistic Methods,3
1356,Probabilistic Methods,3
1357,Case Based,0
1358,Neural Networks,2
1359,Theory,6
1360,Rule Learning,5
1361,Neural Networks,2
1362,Theory,6
1363,Probabilistic Methods,3
1364,Probabilistic Methods,3
1365,Reinforcement Learning,4
1366,Reinforcement Learning,4
1367,Genetic Algorithms,1
1368,Rule Learning,5
1369,Reinforcement Learning,4
1370,Rule Learning,5
1371,Probabilistic Methods,3
1372,Theory,6
1373,Neural Networks,2
1374,Neural Networks,2
1375,Rule Learning,5
1376,Neural Networks,2
1377,Case Based,0
1378,Rule Learning,5
1379,Reinforcement Learning,4
1380,Reinforcement Learning,4
1381,Reinforcement Learning,4
1382,Probabilistic Methods,3
1383,Neural Networks,2
1384,Neural Networks,2
1385,Reinforcement Learning,4
1386,Probabilistic Methods,3
1387,Rule Learning,5
1388,Case Based,0
1389,Neural Networks,2
1390,Reinforcement Learning,4
1391,Case Based,0
1392,Probabilistic Methods,3
1393,Probabilistic Methods,3
1394,Case Based,0
1395,Case Based,0
1396,Theory,6
1397,Case Based,0
1398,Neural Networks,2
1399,Theory,6
1400,Probabilistic Methods,3
1401,Reinforcement Learning,4
1402,Theory,6
1403,Rule Learning,5
1404,Rule Learning,5
1405,Probabilistic Methods,3
1406,Reinforcement Learning,4
1407,Neural Networks,2
1408,Rule Learning,5
1409,Rule Learning,5
1410,Case Based,0
1411,Genetic Algorithms,1
1412,Neural Networks,2
1413,Probabilistic Methods,3
1414,Rule Learning,5
1415,Rule Learning,5
1416,Case Based,0
1417,Reinforcement Learning,4
1418,Reinforcement Learning,4
1419,Reinforcement Learning,4
1420,Theory,6
1421,Theory,6
1422,Reinforcement Learning,4
1423,Case Based,0
1424,Probabilistic Methods,3
1425,Reinforcement Learning,4
1426,Neural Networks,2
1427,Neural Networks,2
1428,Reinforcement Learning,4
1429,Reinforcement Learning,4
1430,Neural Networks,2
1431,Neural Networks,2
1432,Genetic Algorithms,1
1433,Neural Networks,2
1434,Probabilistic Methods,3
1435,Neural Networks,2
1436,Reinforcement Learning,4
1437,Reinforcement Learning,4
1438,Probabilistic Methods,3
1439,Probabilistic Methods,3
1440,Probabilistic Methods,3
1441,Rule Learning,5
1442,Probabilistic Methods,3
1443,Reinforcement Learning,4
1444,Neural Networks,2
1445,Probabilistic Methods,3
1446,Probabilistic Methods,3
1447,Probabilistic Methods,3
1448,Genetic Algorithms,1
1449,Reinforcement Learning,4
1450,Probabilistic Methods,3
1451,Reinforcement Learning,4
1452,Reinforcement Learning,4
1453,Probabilistic Methods,3
1454,Reinforcement Learning,4
1455,Rule Learning,5
1456,Probabilistic Methods,3
1457,Probabilistic Methods,3
1458,Probabilistic Methods,3
1459,Genetic Algorithms,1
1460,Neural Networks,2
1461,Reinforcement Learning,4
1462,Probabilistic Methods,3
1463,Case Based,0
1464,Theory,6
1465,Probabilistic Methods,3
1466,Neural Networks,2
1467,Case Based,0
1468,Case Based,0
1469,Probabilistic Methods,3
1470,Rule Learning,5
1471,Neural Networks,2
1472,Probabilistic Methods,3
1473,Probabilistic Methods,3
1474,Reinforcement Learning,4
1475,Case Based,0
1476,Theory,6
1477,Probabilistic Methods,3
1478,Neural Networks,2
1479,Probabilistic Methods,3
1480,Case Based,0
1481,Reinforcement Learning,4
1482,Theory,6
1483,Neural Networks,2
1484,Reinforcement Learning,4
1485,Theory,6
1486,Neural Networks,2
1487,Theory,6
1488,Probabilistic Methods,3
1489,Probabilistic Methods,3
1490,Genetic Algorithms,1
1491,Reinforcement Learning,4
1492,Neural Networks,2
1493,Reinforcement Learning,4
1494,Rule Learning,5
1495,Case Based,0
1496,Probabilistic Methods,3
1497,Probabilistic Methods,3
1498,Case Based,0
1499,Neural Networks,2
1500,Reinforcement Learning,4
1501,Theory,6
1502,Probabilistic Methods,3
1503,Probabilistic Methods,3
1504,Theory,6
1505,Genetic Algorithms,1
1506,Genetic Algorithms,1
1507,Theory,6
1508,Probabilistic Methods,3
1509,Neural Networks,2
1510,Reinforcement Learning,4
1511,Reinforcement Learning,4
1512,Genetic Algorithms,1
1513,Neural Networks,2
1514,Probabilistic Methods,3
1515,Case Based,0
1516,Neural Networks,2
1517,Case Based,0
1518,Reinforcement Learning,4
1519,Probabilistic Methods,3
1520,Neural Networks,2
1521,Rule Learning,5
1522,Reinforcement Learning,4
1523,Genetic Algorithms,1
1524,Case Based,0
1525,Case Based,0
1526,Case Based,0
1527,Theory,6
1528,Neural Networks,2
1529,Reinforcement Learning,4
1530,Reinforcement Learning,4
1531,Reinforcement Learning,4
1532,Reinforcement Learning,4
1533,Reinforcement Learning,4
1534,Reinforcement Learning,4
1535,Case Based,0
1536,Case Based,0
1537,Rule Learning,5
1538,Rule Learning,5
1539,Theory,6
1540,Case Based,0
1541,Probabilistic Methods,3
1542,Probabilistic Methods,3
1543,Rule Learning,5
1544,Neural Networks,2
1545,Reinforcement Learning,4
1546,Neural Networks,2
1547,Neural Networks,2
1548,Probabilistic Methods,3
1549,Rule Learning,5
1550,Neural Networks,2
1551,Genetic Algorithms,1
1552,Genetic Algorithms,1
1553,Rule Learning,5
1554,Probabilistic Methods,3
1555,Rule Learning,5
1556,Case Based,0
1557,Case Based,0
1558,Probabilistic Methods,3
1559,Reinforcement Learning,4
1560,Genetic Algorithms,1
1561,Genetic Algorithms,1
1562,Neural Networks,2
1563,Probabilistic Methods,3
1564,Genetic Algorithms,1
1565,Neural Networks,2
1566,Neural Networks,2
1567,Probabilistic Methods,3
1568,Neural Networks,2
1569,Reinforcement Learning,4
1570,Probabilistic Methods,3
1571,Genetic Algorithms,1
1572,Genetic Algorithms,1
1573,Probabilistic Methods,3
1574,Probabilistic Methods,3
1575,Probabilistic Methods,3
1576,Genetic Algorithms,1
1577,Probabilistic Methods,3
1578,Rule Learning,5
1579,Rule Learning,5
1580,Case Based,0
1581,Probabilistic Methods,3
1582,Probabilistic Methods,3
1583,Theory,6
1584,Genetic Algorithms,1
1585,Reinforcement Learning,4
1586,Neural Networks,2
1587,Case Based,0
1588,Case Based,0
1589,Neural Networks,2
1590,Reinforcement Learning,4
1591,Probabilistic Methods,3
1592,Case Based,0
1593,Theory,6
1594,Theory,6
1595,Case Based,0
1596,Neural Networks,2
1597,Reinforcement Learning,4
1598,Probabilistic Methods,3
1599,Neural Networks,2
1600,Probabilistic Methods,3
1601,Neural Networks,2
1602,Case Based,0
1603,Genetic Algorithms,1
1604,Neural Networks,2
1605,Probabilistic Methods,3
1606,Neural Networks,2
1607,Probabilistic Methods,3
1608,Probabilistic Methods,3
1609,Genetic Algorithms,1
1610,Neural Networks,2
1611,Probabilistic Methods,3
1612,Neural Networks,2
1613,Probabilistic Methods,3
1614,Reinforcement Learning,4
1615,Probabilistic Methods,3
1616,Theory,6
1617,Neural Networks,2
1618,Reinforcement Learning,4
1619,Rule Learning,5
1620,Neural Networks,2
1621,Probabilistic Methods,3
1622,Genetic Algorithms,1
1623,Genetic Algorithms,1
1624,Reinforcement Learning,4
1625,Neural Networks,2
1626,3,3
1627,Rule Learning,5
1628,Case Based,0
1629,Neural Networks,2
1630,Rule Learning,5
1631,Case Based,0
1632,Neural Networks,2
1633,Probabilistic Methods,3
1634,Reinforcement Learning,4
1635,Case Based,0
1636,Probabilistic Methods,3
1637,Theory,6
1638,Genetic Algorithms,1
1639,Reinforcement Learning,4
1640,Genetic Algorithms,1
1641,Probabilistic Methods,3
1642,Neural Networks,2
1643,Reinforcement Learning,4
1644,Case Based,0
1645,Reinforcement Learning,4
1646,Neural Networks,2
1647,Theory,6
1648,Neural Networks,2
1649,Case Based,0
1650,Rule Learning,5
1651,Genetic Algorithms,1
1652,Case Based,0
1653,Reinforcement Learning,4
1654,Reinforcement Learning,4
1655,Probabilistic Methods,3
1656,Genetic Algorithms,1
1657,Probabilistic Methods,3
1658,Case Based,0
1659,Neural Networks,2
1660,Theory,6
1661,Rule Learning,5
1662,Probabilistic Methods,3
1663,Probabilistic Methods,3
1664,Genetic Algorithms,1
1665,Probabilistic Methods,3
1666,Reinforcement Learning,4
1667,Case Based,0
1668,Case Based,0
1669,Reinforcement Learning,4
1670,Genetic Algorithms,1
1671,Reinforcement Learning,4
1672,Case Based,0
1673,Reinforcement Learning,4
1674,Theory,6
1675,Case Based,0
1676,Theory,6
1677,Reinforcement Learning,4
1678,Neural Networks,2
1679,Probabilistic Methods,3
1680,Case Based,0
1681,Probabilistic Methods,3
1682,Case Based,0
1683,Theory,6
1684,Probabilistic Methods,3
1685,Neural Networks,2
1686,Reinforcement Learning,4
1687,Neural Networks,2
1688,Reinforcement Learning,4
1689,Neural Networks,2
1690,Theory,6
1691,Probabilistic Methods,3
1692,Probabilistic Methods,3
1693,Case Based,0
1694,Neural Networks,2
1695,Probabilistic Methods,3
1696,Case Based,0
1697,Probabilistic Methods,3
1698,Theory,6
1699,Genetic Algorithms,1
1700,Rule Learning,5
1701,Genetic Algorithms,1
1702,Reinforcement Learning,4
1703,Reinforcement Learning,4
1704,Probabilistic Methods,3
1705,Genetic Algorithms,1
1706,Neural Networks,2
1707,Rule Learning,5
1708,Neural Networks,2
1709,Neural Networks,2
1710,Neural Networks,2
1711,Neural Networks,2
1712,Neural Networks,2
1713,Neural Networks,2
1714,Neural Networks,2
1715,Neural Networks,2
1716,Neural Networks,2
1717,Neural Networks,2
1718,Neural Networks,2
1719,Neural Networks,2
1720,Neural Networks,2
1721,Neural Networks,2
1722,Neural Networks,2
1723,Probabilistic Methods,3
1724,Probabilistic Methods,3
1725,Neural Networks,2
1726,Neural Networks,2
1727,Neural Networks,2
1728,Genetic Algorithms,1
1729,Neural Networks,2
1730,Neural Networks,2
1731,Neural Networks,2
1732,Case Based,0
1733,Genetic Algorithms,1
1734,Neural Networks,2
1735,Neural Networks,2
1736,Neural Networks,2
1737,Neural Networks,2
1738,Neural Networks,2
1739,Neural Networks,2
1740,Neural Networks,2
1741,Neural Networks,2
1742,Neural Networks,2
1743,Neural Networks,2
1744,Neural Networks,2
1745,Neural Networks,2
1746,Neural Networks,2
1747,Neural Networks,2
1748,Neural Networks,2
1749,Neural Networks,2
1750,Neural Networks,2
1751,Neural Networks,2
1752,Neural Networks,2
1753,Neural Networks,2
1754,Neural Networks,2
1755,Neural Networks,2
1756,Neural Networks,2
1757,Neural Networks,2
1758,Neural Networks,2
1759,Neural Networks,2
1760,Neural Networks,2
1761,Neural Networks,2
1762,Neural Networks,2
1763,Neural Networks,2
1764,Rule Learning,5
1765,Neural Networks,2
1766,Neural Networks,2
1767,Genetic Algorithms,1
1768,Probabilistic Methods,3
1769,Genetic Algorithms,1
1770,Genetic Algorithms,1
1771,Genetic Algorithms,1
1772,Genetic Algorithms,1
1773,Genetic Algorithms,1
1774,Genetic Algorithms,1
1775,Genetic Algorithms,1
1776,Genetic Algorithms,1
1777,Genetic Algorithms,1
1778,Genetic Algorithms,1
1779,Genetic Algorithms,1
1780,Genetic Algorithms,1
1781,Genetic Algorithms,1
1782,Genetic Algorithms,1
1783,Genetic Algorithms,1
1784,Neural Networks,2
1785,Reinforcement Learning,4
1786,Genetic Algorithms,1
1787,Probabilistic Methods,3
1788,Genetic Algorithms,1
1789,Neural Networks,2
1790,Genetic Algorithms,1
1791,Genetic Algorithms,1
1792,Rule Learning,5
1793,Reinforcement Learning,4
1794,Reinforcement Learning,4
1795,Reinforcement Learning,4
1796,Reinforcement Learning,4
1797,Genetic Algorithms,1
1798,Genetic Algorithms,1
1799,Neural Networks,2
1800,Neural Networks,2
1801,Neural Networks,2
1802,Genetic Algorithms,1
1803,Case Based,0
1804,Genetic Algorithms,1
1805,Genetic Algorithms,1
1806,Probabilistic Methods,3
1807,Reinforcement Learning,4
1808,Probabilistic Methods,3
1809,Probabilistic Methods,3
1810,Probabilistic Methods,3
1811,Probabilistic Methods,3
1812,Probabilistic Methods,3
1813,Probabilistic Methods,3
1814,Probabilistic Methods,3
1815,Probabilistic Methods,3
1816,Probabilistic Methods,3
1817,Probabilistic Methods,3
1818,Reinforcement Learning,4
1819,Probabilistic Methods,3
